Rank,Name,Genre,Platform,Publisher,Developer_x,Year,Total_Sales
10208,Kingdom Under Fire: Heroes,Strategy,XB,Microsoft,Phantagram,2005.0,0.15
10209,Cartoon Network Collection: Game Boy Advance Video Special Edition,Misc,GBA,Majesco,Majesco Games,2005.0,0.15
10210,The Terminator: Dawn of Fate,Action,XB,Atari,Paradigm Entertainment,2002.0,0.15
10211,ASSASSINATION BOX,Shooter,PC,Unknown,VitaliZelenyuk,2002.0,0.15
10212,Kingdom of Paradise,Role-Playing,PSP,Sony Computer Entertainment,Climax Entertainment,2005.0,0.15
10213,Scooby-Doo! Unmasked,Platform,GC,THQ,Artificial Mind and Movement,2005.0,0.15
10214,Streak: Hoverboard Racing,Racing,PS,GT Interactive,SingleTrac,1998.0,0.15
10215,Zup! 2,Puzzle,PC,Unknown,Quiet River,1998.0,0.15
10216,Block Party,Misc,Wii,Activision,Activision,2008.0,0.15
10217,Prince of Persia: The Forgotten Sands,Action,DS,Ubisoft,Ubisoft Montreal,2010.0,0.15
10218,Soldier of Fortune: Payback,Shooter,PS3,Activision,Cauldron Ltd.,2007.0,0.15
10219,Enthusia Professional Racing,Racing,PS2,Konami,Konami,2005.0,0.15
10220,Space Pilgrim Episode II: Epsilon Indi,Adventure,PC,GrabTheGames,Pilgrim Adventures,2016.0,0.15
10221,Fire Emblem Warriors,Action,3DS,Nintendo,Omega Force,2017.0,0.15
10222,de Blob 2,Platform,X360,THQ,Blue Tongue,2011.0,0.15
10223,Thor: God of Thunder,Action,Wii,Sega,Red Fly Studio,2011.0,0.15
10224,NCAA GameBreaker 2001,Sports,PS2,Sony Computer Entertainment,989 Sports,2000.0,0.15
10225,Sonny with a Chance,Action,DS,Disney Interactive Studios,Altron,2010.0,0.15
10226,Get On Da Mic,Misc,PS2,Eidos Interactive,Artificial Mind and Movement,2004.0,0.15
10227,Hidden Folks,Puzzle,PC,Unknown,Adriaan de Jongh,2004.0,0.15
10228,Psycho-Pass: Mandatory Happiness,Visual Novel,PS4,NIS America,5pb. Inc.,2016.0,0.15
10229,Project Sylpheed: Arc of Deception,Shooter,X360,Microsoft,Game Arts / Seta Corporation,2007.0,0.15
10230,Broken Sword 5: The Serpent's Curse,Adventure,PC,Revolution Software,Revolution Software,2014.0,0.15
10231,Army Men: Sarge's War,Shooter,GC,Global Star Software,Tactical Development,2004.0,0.15
10232,Amagami,Adventure,PSP,Kadokawa Shoten,Kadokawa Shoten,2011.0,0.15
10233,Jikkyou Powerful Pro Yakyuu 2009,Sports,PS2,Konami,Konami,2009.0,0.15
10234,Little League World Series Baseball 2009,Sports,Wii,Activision,Now Production,2009.0,0.15
10235,Bigfoot: Collision Course,Racing,DS,Zoo Digital Publishing,Destination Software,2009.0,0.15
10236,Kidou Senkan Nadesico,Strategy,SAT,Unknown,fupac,2020.0,0.15
10237,Naruto Shippuden: Legends: Akatsuki Rising,Fighting,PSP,Namco Bandai,CyberConnect2,2009.0,0.15
10238,Brothers: A Tale of Two Sons,Adventure,PS4,505 Games,Starbreeze Studios,2015.0,0.15
10239,Frogger's Adventures: The Rescue,Platform,GC,Konami,Konami,2003.0,0.15
10240,Kindergarten,Adventure,PC,Unknown,Con Man Games,2003.0,0.15
10241,True or False,Puzzle,PC,Unknown,Vladimir Maslov,2003.0,0.15
10242,SpongeBob's Truth or Square,Action,DS,THQ,Heavy Iron Studios,2009.0,0.15
10243,The Secret Saturdays: Beasts of the 5th Sun,Action,PS2,D3 Publisher,High Voltage Software,2009.0,0.15
10244,Major League Baseball 2K10,Sports,DS,2K Sports,Visual Concepts,2010.0,0.15
10245,Paranautical Activity,Action-Adventure,PC,Unknown,Digerati Distribution,2010.0,0.15
10246,Samurai Warriors: Katana,Action,Wii,KOEI,Omega Force,2008.0,0.15
10247,MLB Power Pros 2008,Sports,PS2,2K Sports,PawaPuro Production,2008.0,0.15
10248,The Fairly Odd Parents: Clash with the Anti-World,Adventure,GBA,THQ,THQ,2005.0,0.15
10249,Warriors Orochi 3,Action,PS4,Tecmo Koei,Omega Force,2014.0,0.15
10250,Build-A-Bear Workshop: Welcome to Hugsville,Misc,DS,Game Factory,Game Factory,2010.0,0.15
10251,Rogue Port - Red Nightmare,Role-Playing,PC,Unknown,Sunight Games,2010.0,0.15
10252,Sinister City,Adventure,PC,Unknown,Jetdogs Studios,2010.0,0.15
10253,Marvel Super Hero Squad: The Infinity Gauntlet,Action,X360,THQ,THQ,2010.0,0.15
10254,Felony 11-79,Racing,PS,ASCII Entertainment,Climax Entertainment,1997.0,0.15
10255,Disney's The Lion King: Simba's Mighty Adventure,Platform,PS,Activision,Paradox Development,2000.0,0.15
10256,Organ Biker,Racing,PC,Unknown,Screeching Wizard,2000.0,0.15
10257,Bus Simulator 16,Simulation,PC,Astragon,stillalive studios,2017.0,0.15
10258,Megamind: Ultimate Showdown,Adventure,PS3,THQ,THQ Australia Studios Pty Ltd.,2010.0,0.15
10259,Ice Age 2: The Meltdown,Platform,DS,Sierra Entertainment,Amaze Entertainment,2006.0,0.15
10260,Bomberman,Puzzle,DS,Ubisoft,Hudson Soft,2005.0,0.15
10261,Pro Evolution Soccer 2015,Sports,XOne,Konami Digital Entertainment,PES Productions,2014.0,0.15
10262,Jikkyou Powerful Pro Yakyuu 2012,Sports,PSP,Konami Digital Entertainment,Konami,2012.0,0.15
10263,Running Sausage,Platform,PC,Unknown,Unknown,2012.0,0.15
10264,All Japan Pro Wrestling featuring Virtua,Fighting,SAT,Sega,Sega,1997.0,0.15
10265,Transformer: Rise of the Dark Spark,Shooter,XOne,Activision,Edge of Reality,2014.0,0.15
10266,The Walking Dead: A Telltale Games Series,Adventure,PSV,Telltale Games,Telltale Games,2013.0,0.15
10267,Rayman Origins,Platform,3DS,Ubisoft,Ubisoft,2012.0,0.15
10268,Rudra no Hihou,Role-Playing,SNES,Square,SquareSoft,1996.0,0.15
10269,Prince of Persia: The Sands of Time,Adventure,GBA,Ubisoft,Ubisoft Montreal,2003.0,0.15
10270,The Fall,Misc,PC,Over The Moon,Unknown,2014.0,0.15
10271,Farm Frenzy: Animal Country,Simulation,DS,City Interactive,City Interactive,2010.0,0.15
10272,Zoids: Battle Legends,Action,GC,Atari,Tomy Corporation,2004.0,0.15
10273,World Series Baseball 2K3,Sports,XB,Sega,Blue Shift,2003.0,0.15
10274,Steins;Gate 0,Adventure,PSV,PQube,5pb. Inc.,2016.0,0.15
10275,Serious Sam,Shooter,XB,Gotham Games,Croteam,2002.0,0.15
10276,Blades of Time,Action-Adventure,PC,Unknown,Gaijin Entertainment,2002.0,0.15
10277,Toukiden 2,Action,PSV,Tecmo Koei,Omega Force,2017.0,0.15
10278,Fantastic Four: Rise of the Silver Surfer,Action,PS3,2K Games,Visual Concepts,2007.0,0.15
10279,Kowloon's Gate,Adventure,PS,Sony Computer Entertainment,ArtDink,1997.0,0.15
10280,Killer7,Action,GC,Capcom,Grasshopper Manufacture,2005.0,0.15
10281,Dengeki Bunko Fighting Climax,Fighting,PSV,Sega,Sega,2015.0,0.15
10282,High Velocity Bowling,Sports,PS3,Sony Computer Entertainment,Team Ramrod,2010.0,0.15
10283,Feed and Grow: Fish,Action-Adventure,PC,Unknown,Old B1ood,2010.0,0.15
10284,Super Monkey Ball Adventure,Platform,GC,Sega,Traveller's Tales,2006.0,0.15
10285,Tempest: Pirate Action RPG,Role-Playing,PC,Unknown,Unknown,2006.0,0.15
10286,FIFA Soccer 2002,Sports,PS,EA Sports,EA Canada,2001.0,0.15
10287,One Piece Unlimited World: Red,Action-Adventure,PSV,Namco Bandai Games,Ganbarion,2014.0,0.15
10288,Travel Games For Dummies,Misc,DS,Electronic Arts,Electronic Arts,2008.0,0.15
10289,Space Invaders Extreme,Shooter,DS,Square Enix,Taito Corporation,2008.0,0.15
10290,Street Fighter Anniversary Collection,Fighting,XB,Capcom,Capcom,2005.0,0.15
10291,Major League Baseball 2K12,Misc,Wii,Take-Two Interactive,"Visual Concepts, Ltd.",2012.0,0.15
10292,Suzumiya Haruhi no Yakusoku,Adventure,PSP,Namco Bandai,Bandai Namco Games,2007.0,0.15
10293,FIFA 06: Road to FIFA World Cup,Sports,X360,EA Sports,EA Canada,2005.0,0.15
10294,Shadow Ops: Red Mercury,Shooter,XB,Atari,Zombie Studios,2004.0,0.15
10295,Indigo Prophecy,Adventure,PS2,Atari,Quantic Dream,2005.0,0.15
10296,Citadel: Forged with Fire,Role-Playing,PC,Unknown,Blue Isle Studios,2005.0,0.15
10297,Two Digits,Puzzle,PC,Unknown,Cleverweek,2005.0,0.15
10298,Kids Learn Math: A+ Edition,Misc,DS,Unknown,Talking Stick Games,2011.0,0.15
10299,World League Soccer,Sports,SNES,Mindscape,Anco,1992.0,0.15
10300,NBA ShootOut 2001,Sports,PS2,Sony Computer Entertainment,989 Sports,2001.0,0.15
10301,Final Fantasy XI: Vana'diel Collection 2008,Role-Playing,X360,Square Enix,Square Enix,2007.0,0.15
10302,The Oregon Trail,Misc,Wii,Crave Entertainment,SVG Distribution,2011.0,0.15
10303,Before the Echo,Music,PC,Unknown,Iridium Studios,2011.0,0.15
10304,Samurai Shodown Anthology,Fighting,PS2,SNK Playmore,SNK Playmore Corporation,2009.0,0.15
10305,Cake Mania: In The Mix!,Puzzle,Wii,Majesco,Gorilla Systems,2008.0,0.15
10306,Musashi: Samurai Legend,Role-Playing,PS2,Square Enix,Square Enix,2005.0,0.15
10307,Wasteland 2,Role-Playing,PS4,Deep Silver,InXile Entertainment,2015.0,0.15
10308,NBA Live 19,Sports,XOne,Electronic Arts,EA Tiburon,2018.0,0.15
10309,Countdown: The Game,Puzzle,DS,Mindscape,Mindscape,2009.0,0.15
10310,Derby Stallion Gold,Sports,3DS,Kadokawa Shoten,Enterbrain,2014.0,0.15
10311,NBA Ballers: Chosen One,Sports,PS3,Midway Games,Midway Games,2008.0,0.15
10312,Pokemon: Johto Photo Finish: Game Boy Advance Video,Misc,GBA,Majesco,Nintendo,2004.0,0.15
10313,F1 2001,Racing,PS2,EA Sports,Electronic Arts UK,2001.0,0.15
10314,J-League Victory Goal,Sports,SAT,Sega,Sega,1995.0,0.15
10315,Top Gun: Combat Zones,Simulation,GC,Titus,Digital Integration,2002.0,0.15
10316,Ben 10 Galactic Racing,Racing,3DS,D3 Publisher,Monkey Bar Games,2011.0,0.15
10317,Vessel,Misc,PC,indiePub,Unknown,2012.0,0.15
10318,Rock Band: Metal Track Pack,Misc,X360,MTV Games,Harmonix Music Systems,2009.0,0.15
10319,Spongebob Squarepants / Fairly Odd Parents Double Pack,Action,GBA,THQ,THQ,2005.0,0.15
10320,History Civil War: Secret Missions,Shooter,PS2,Activision,Cauldron Ltd.,2008.0,0.15
10321,NHL 09,Sports,PS2,Electronic Arts,EA Canada,2008.0,0.15
10322,Atelier Sophie: The Alchemist of the Mysterious Book,Role-Playing,PS4,Tecmo Koei,Gust,2016.0,0.15
10323,Dark Rift,Fighting,N64,Victory Lap Games,Kronos Digital Entertainment,1997.0,0.15
10324,Derby Stallion 64,Sports,N64,Media Factory,ParityBit,2001.0,0.15
10325,Doraemon 3: Nobi Dai no Machi SOS!,Platform,N64,Epoch,Epoch,2000.0,0.15
10326,Full Auto,Racing,X360,Sega,Pseudo Interactive,2006.0,0.15
10327,Space Station Silicon Valley,Adventure,N64,Take-Two Interactive,DMA Design,1998.0,0.15
10328,White Knight Chronicles: Origins,Role-Playing,PSP,Sony Computer Entertainment,SCE Japan Studio,2011.0,0.15
10329,All-Star Baseball 2003,Sports,GC,Acclaim Entertainment,Acclaim Entertainment,2002.0,0.15
10330,Fight The Dragon,Role-Playing,PC,Unknown,3 Sprockets,2002.0,0.15
10331,Burger Island,Simulation,Wii,Destineer,TechFront,2009.0,0.15
10332,Farming Simulator 2013,Simulation,PS3,Focus Home Interactive,Giants Software,2013.0,0.15
10333,UltraGoodness,Action,PC,Unknown,Rasul Mono,2013.0,0.15
10334,Chip,Misc,PC,Kiss,Unknown,2014.0,0.15
10335,The Crew,Racing,PC,Ubisoft,Ubisoft Reflections,2014.0,0.15
10336,Petz: Dogz Talent Show,Simulation,DS,Ubisoft,Ubisoft,2009.0,0.15
10337,Deadly Premonition: The Director's Cut,Action-Adventure,PC,Unknown,Rising Star Games,2009.0,0.15
10338,Where the Wild Things Are,Platform,DS,Warner Bros. Interactive,Amaze Entertainment,2009.0,0.15
10339,RiME,Adventure,NS,Grey Box,Tequila Works,2017.0,0.15
10340,T'ai Fu: Wrath of the Tiger,Action,PS,Activision,DreamWorks Interactive,1999.0,0.15
10341,Rocky,Fighting,XB,Ubisoft,Rage Software,2002.0,0.15
10342,Ford Racing 2,Racing,XB,Gotham Games,Razorworks Studios,2003.0,0.15
10343,Monster Hunter Diary: Poka Poka Airou Village DX,Action,3DS,Capcom,From Software,2015.0,0.15
10344,Symphony,Music,PC,Unknown,Empty Clip Studios,2015.0,0.15
10345,The Escapists 2,Action,XOne,Sold Out,Team17 Software,2017.0,0.15
10346,Transformers: Devastation,Action,XOne,Activision,PlatinumGames,2015.0,0.15
10347,Tetris Attack,Puzzle,SNES,Nintendo,Intelligent Systems,1996.0,0.15
10348,The Sims Medieval: Pirates and Nobles,Simulation,PC,Electronic Arts,The Sims Studio,2011.0,0.15
10349,Your Shape: Fitness Evolved 2013,Misc,WiiU,Ubisoft,Unknown,2012.0,0.15
10350,BloodRayne 2,Shooter,XB,Majesco,Terminal Reality,2004.0,0.15
10351,GemCraft - Chasing Shadows,Strategy,PC,Unknown,Game in a Bottle,2004.0,0.15
10352,Nicktoons MLB,Sports,X360,2K Sports,2K Sports,2011.0,0.15
10353,Jaws Unleashed,Action,XB,Majesco,Appaloosa Interactive,2006.0,0.15
10354,Disney's Planes,Adventure,Wii,Disney Interactive Studios,Behaviour Interactive,2013.0,0.15
10355,The Sims 3: Seasons,Simulation,PC,Electronic Arts,Maxis,2012.0,0.15
10356,Ys: The Oath in Felghana,Role-Playing,PSP,Xseed Games,Nihon Falcom Corporation,2010.0,0.15
10357,Dead Rising 4,Action-Adventure,PC,Capcom,Capcom,2016.0,0.15
10358,Pro Yakyuu Spirits 6,Sports,PS3,Konami,Konami,2009.0,0.15
10359,Star Trek: Voyager Elite Force,Shooter,PS2,Majesco,Pipe Dream Interactive,2001.0,0.15
10360,X-Men: The Official Game,Action,GC,Activision,Hypnos,2006.0,0.15
10361,Plain Sight,Action,PC,Beatnik Games,Beatnik Games,2010.0,0.15
10362,Bejeweled 3,Puzzle,PS3,PopCap Games,PopCap Games,2011.0,0.15
10363,Brain Boost: Gamma Wave,Puzzle,DS,Majesco,Interchannel,2006.0,0.15
10364,NASCAR Heat Evolution,Racing,PS4,Dusenberry Martin Racing,Monster Games,2016.0,0.15
10365,Darksiders,Action,PC,THQ,Vigil Games,2010.0,0.15
10366,Chessmaster II,Strategy,PS,Mindscape,Starsphere Interactive,1999.0,0.15
10367,All-Star Baseball 2003,Sports,GBA,Acclaim Entertainment,Software Creations,2002.0,0.15
10368,Scooby-Doo! Mystery Mayhem,Adventure,XB,THQ,Artificial Mind and Movement,2004.0,0.15
10369,Winning Post 4,Sports,PS,KOEI,Koei/Inis,1999.0,0.15
10370,Zup! 3,Puzzle,PC,Unknown,Quiet River,1999.0,0.15
10371,Fate/Extella: The Umbral Star,Action,PSV,Xseed Games,Marvelous Entertainment,2017.0,0.15
10372,WWE '13,Misc,Wii,THQ,Unknown,2012.0,0.15
10373,AaAaAA!!! - A Reckless Disregard for Gravity,Action,PC,Unknown,Dejobaan Games,2012.0,0.15
10374,Football Manager Touch 2018,Simulation,PC,Unknown,Sports Interactive,2012.0,0.15
10375,187: Ride or Die,Racing,PS2,Ubisoft,Ubisoft Paris,2005.0,0.15
10376,Dragon Quest Heroes II: Twin Kings and the Prophecy's End,Action,PS3,Square Enix,Omega Force,2016.0,0.15
10377,Curious George,Action,GC,Namco,Monkey Bar Games,2006.0,0.15
10378,Strawberry Shortcake: Game Boy Advance Video Volume 1,Misc,GBA,Majesco,Majesco Games,2004.0,0.15
10379,Wizorb,Action-Adventure,PC,Unknown,Tribute Games,2004.0,0.15
10380,The Incredibles: Rise of the Underminer,Platform,DS,THQ,Helixe,2005.0,0.15
10381,eJay Clubworld,Misc,PS2,Crave Entertainment,Unique Development Studios,2003.0,0.15
10382,Geist,Adventure,GC,Nintendo,n-Space,2005.0,0.15
10383,Attack on Titan,Action,PSV,Tecmo Koei,Omega Force,2017.0,0.15
10384,Cardinal Syn,Fighting,PS,989 Studios,Kronos Digital Entertainment,1998.0,0.15
10385,Hoppechan: Tsukutte! Asonde! Punipuni Town!!,Simulation,3DS,Nippon Columbia,Nippon Columbia,2013.0,0.15
10386,Street Fighter Alpha 3,Fighting,GBA,Capcom,Crawfish Interactive,2002.0,0.15
10387,Mobile Suit Gundam Side Story III: Sabakareshi Mono,Shooter,SAT,Bandai,Bec,1997.0,0.15
10388,Blazing Angels 2: Secret Missions of WWII,Simulation,PS3,Ubisoft,Ubisoft Romania,2007.0,0.15
10389,Spintires: MudRunner,Simulation,XOne,Focus Home Interactive,Saber Interactive,2017.0,0.15
10390,The Quest Trio,Puzzle,DS,Activision,Mistic Software,2008.0,0.15
10391,Backyard Sports: Sandlot Sluggers,Sports,Wii,Atari,HB Studios Multimedia Limited,2010.0,0.15
10392,Super Street Fighter II,Fighting,GEN,Capcom,Capcom,1994.0,0.15
10393,Victorious: Hollywood Arts Debut,Misc,DS,D3 Publisher,Namco Bandai Games,2011.0,0.15
10394,Harvest Moon: Hero of Leaf Valley,Simulation,PSP,Natsume,Marvelous Interactive,2010.0,0.15
10395,Ridge Racer DS,Racing,DS,Namco,Nintendo Software Technology Corporation,2004.0,0.15
10396,Candace Kane's Candy Factory,Action,Wii,Destineer,Destineer,2008.0,0.15
10397,Shadows on the Vatican Act I: Greed,Adventure,PC,Unknown,10th Art Studio,2008.0,0.15
10398,Sam & Max: Season One,Adventure,Wii,The Adventure Company,Telltale Games,2008.0,0.15
10399,Metal Gear Solid: Peace Walker HD Edition,Action,PS3,Unknown,Kojima Productions,2008.0,0.15
10400,Battle Stadium D.O.N,Fighting,PS2,Bandai,Eighting,2006.0,0.15
10401,Outrunner,Platform,PC,Unknown,Outcorp,2006.0,0.15
10402,DiRT 3,Racing,PC,Codemasters,Codemasters,2011.0,0.15
10403,LEGO Ninjago: Shadow of Ronin,Action,PSV,Warner Bros. Interactive Entertainment,TT Fusion,2015.0,0.15
10404,Yakuza: Ishin,Adventure,PS4,Sega,Sega,2014.0,0.15
10405,No.1 Muscle Ranking - Kinniku Banzuke Vol. 2: Aratanarugenkai Enochousen!,Sports,PS,Konami,Konami,2000.0,0.15
10406,Brain Boost: Beta Wave,Puzzle,DS,Majesco,Interchannel,2006.0,0.15
10407,Power Pro Kun Pocket 9,Sports,DS,Konami,PawaPuro Production,2006.0,0.15
10408,Shenmue II,Adventure,DC,Sega,Sega-AM2,2001.0,0.15
10409,Gundam Breaker 2,Action,PS3,Namco Bandai Games,Namco Bandai Games,2014.0,0.15
10410,Dragon Quest Builders 2,Adventure,PS4,Square Enix,Square Enix,2019.0,0.15
10411,Major League Baseball 2K8,Sports,PS2,2K Sports,Kush Games,2008.0,0.15
10412,Armored Core: For Answer,Simulation,X360,Ubisoft,From Software,2008.0,0.15
10413,Capcom Classics Collection,Misc,XB,Capcom,Digital Eclipse,2005.0,0.15
10414,Offspring Fling!,Action-Adventure,PC,Unknown,Kyle Pulver,2005.0,0.15
10415,Fugitive Hunter: War on Terror,Shooter,PS2,Encore,Black Ops Entertainment,2003.0,0.15
10416,Gear.Club Unlimited,Racing,NS,Microids,Eden Games,2017.0,0.15
10417,TRON: Evolution,Action,PSP,Disney Interactive Studios,Propaganda Games,2010.0,0.15
10418,The Incredible Hulk: Ultimate Destruction,Action,GC,VU Games,Radical Entertainment,2005.0,0.15
10419,Toukiden 2,Action,PS4,Tecmo Koei,Omega Force,2017.0,0.15
10420,SNK Arcade Classics Vol. 1,Misc,PSP,SNK Playmore,Terminal Reality,2008.0,0.15
10421,Prince of Persia: The Two Thrones,Adventure,GC,Ubisoft,Ubisoft Montreal,2005.0,0.15
10422,Ore no Imouto ga Konna ni Kawaii wake ga Nai Portable,Adventure,PSP,Banpresto,Namco Bandai Games,2011.0,0.15
10423,Pac-Man World 3,Platform,XB,Namco,Blitz Games,2005.0,0.15
10424,Reassembly,Action,PC,Indie Voyage,Anisoptera Games,2015.0,0.15
10425,Toki Tori 2+,Puzzle,PC,Two Tribes,Two Tribes,2016.0,0.15
10426,Phantasy Star Online Episode I & II,Role-Playing,XB,Sega,Sonic Team,2003.0,0.15
10427,All-Star Baseball 2005,Sports,XB,Acclaim Entertainment,Acclaim Entertainment,2004.0,0.15
10428,SpongeBob's Boating Bash,Misc,DS,THQ,Impulse Games,2010.0,0.15
10429,Nancy Drew: The White Wolf of Icicle Creek,Adventure,Wii,Sega,Her Interactive,2008.0,0.15
10430,Batman Begins,Action,GC,Electronic Arts,Eurocom Entertainment Software,2005.0,0.15
10431,Happy Room,Simulation,PC,Unknown,Mana Potion Studios,2005.0,0.15
10432,The Cursed Crusade,Action,X360,Atlus,Kylotonn Entertainment,2011.0,0.15
10433,Song of the Deep,Action,PS4,Insomniac Games,Insomniac Games,2016.0,0.15
10434,Anomaly 2,Misc,PC,11 bit studios,Unknown,2013.0,0.15
10435,Toy Story Racer,Racing,PS,Activision,Traveller's Tales,2001.0,0.15
10436,Disney's Donald Duck: Goin' Quackers,Platform,PS,Ubisoft,Disney Interactive Studios,2000.0,0.15
10437,Mobile Suit Gundam: Perfect One Year War,Strategy,PS,Bandai,Bandai,1997.0,0.15
10438,Galerians,Adventure,PS,Crave Entertainment,Polygon Magic,2000.0,0.15
10439,Crash: Twinsanity,Platform,XB,VU Games,Traveller's Tales,2004.0,0.15
10440,Not a Hero,Misc,PC,Devolver Digital,Unknown,2015.0,0.15
10441,Bakugan Battle Brawlers: Defenders of the Core,Action,X360,Activision,Now Production,2010.0,0.15
10442,NHL 2K10,Sports,X360,2K Sports,Visual Concepts,2009.0,0.15
10443,DmC Devil May Cry: Definitive Edition,Action,XOne,Capcom,QLOC,2015.0,0.15
10444,Attack on Titan,Action,XOne,Tecmo Koei,Omega Force,2016.0,0.15
10445,DrumMania,Simulation,PS2,Konami,Konami,2000.0,0.15
10446,Imagine: Fashion Designer,Simulation,3DS,Ubisoft,Ubisoft Sofia,2011.0,0.15
10447,Yu-Gi-Oh! Nightmare Troubadour (US sales),Action,DS,Konami,Konami,2005.0,0.15
10448,Metroid Prime: Federation Force,Action,3DS,Nintendo,Next Level Games,2016.0,0.15
10449,Record of Agarest War 2,Role-Playing,PS3,Aksys Games,Compile Heart,2012.0,0.15
10450,Arena Football,Sports,XB,EA Sports,EA Tiburon,2006.0,0.15
10451,Charm Girls Club: Pajama Party,Misc,Wii,Electronic Arts,Electronic Arts,2009.0,0.15
10452,Power Pro Kun Pocket 1+2,Sports,GBA,Konami,Diamond Head,2004.0,0.15
10453,Tamagotchi no Narikiri Channel,Role-Playing,DS,Namco Bandai,Bandai Namco Games,2009.0,0.15
10454,The Wizard of Oz: Beyond The Yellow Brick Road,Role-Playing,DS,Xseed Games,Media.Vision,2009.0,0.15
10455,Medal of Honor: Infiltrator,Shooter,GBA,Electronic Arts,Netherock Ltd.,2003.0,0.15
10456,Baseball Blast!,Sports,Wii,2K Sports,Take-Two Interactive,2009.0,0.15
10457,Jewel Quest Solitaire,Puzzle,DS,GSP,Avanquest Software,2011.0,0.15
10458,FortressCraft Evolved,Strategy,PC,Unknown,ProjectorGames,2011.0,0.15
10459,Jurassic: The Hunted,Shooter,Wii,Activision,Activision,2009.0,0.15
10460,Blazing Dragons,Adventure,PS,Mindscape,Illusions Game Company,1996.0,0.15
10461,Battle Chasers: Nightwar,Role-Playing,PC,THQ Nordic,Airship Syndicate,2017.0,0.15
10462,Pac-Man Party 3D,Party,3DS,Namco Bandai,Namco Bandai Games,2011.0,0.15
10463,Syndicate,Shooter,PS3,Electronic Arts,Electronic Arts,2012.0,0.15
10464,MLB 13: The Show,Sports,PSV,Sony Computer Entertainment,SCE San Diego Studio,2013.0,0.15
10465,Super Monkey Ball Deluxe,Misc,XB,Sega,Sega,2005.0,0.15
10466,Devil Summoner: Soul Hackers,Role-Playing,PS,Atlus,Atlus Co.,1999.0,0.15
10467,Shin Chan: Aventuras de Cine!,Platform,DS,505 Games,Inti Creates,2008.0,0.15
10468,We Happy Few,Action,PC,Gearbox Software,Compulsion Games,2018.0,0.15
10469,Zeno Clash 2,Shooter,PC,Unknown,ACE Team,2018.0,0.15
10470,Tamagotchi Collection,Misc,DS,Namco Bandai,Bandai Namco Games,2011.0,0.15
10471,The Final Station,Action-Adventure,PC,Unknown,Oleg Sergeev,2011.0,0.15
10472,Darkstalkers Chronicle: The Chaos Tower,Fighting,PSP,Capcom,Capcom,2005.0,0.15
10473,Cubemen,Strategy,PC,Unknown,3 Sprockets,2005.0,0.15
10474,Barbie Superpack: Secret Agent / Groovy Games,Misc,GBA,VU Games,Digital Illusions,2005.0,0.15
10475,Turbo Prop Racing,Racing,PS,Sony Computer Entertainment,SCEE London Studio,1998.0,0.15
10476,Tom Clancy's Ghost Recon,Shooter,GC,Ubisoft,Red Storm Entertainment,2003.0,0.15
